"","Iplant_Double","Month","Year","Hummingbird","Camera","Day","Bird","Plant","Yobs","Transect_R","DateP","ID","Elev","Traitmatch","Flowers","Month.a","jBird","jPlant"
"1034","Heliconia griggsiana",9,"2014","Tawny-bellied Hermit",341,1,11,81,2,"1300_1500","2014-09-30","NF126",1378,1.035,2,"Sep",15,22
"1035","Heliconia griggsiana",9,"2014","Stripe-throated Hermit",343,1,4,81,1,"1300_1500","2014-09-22","NF129",1445,2.836,2,"Sep",14,22
"1036","Heliconia griggsiana",9,"2014","Stripe-throated Hermit",342,1,4,81,1,"1300_1500","2014-09-21","NF126A",1378,2.836,2,"Sep",14,22
"1037","Heliconia griggsiana",9,"2014","Brown Inca",342,1,13,81,4,"1300_1500","2014-09-21","NF126A",1378,1.742,2,"Sep",3,22
"1038","Heliconia griggsiana",9,"2014","Andean Emerald",341,1,1,81,4,"1300_1500","2014-09-30","NF126",1378,2.827,2,"Sep",1,22
"1039","Heliconia griggsiana",9,"2014","Tawny-bellied Hermit",342,1,11,81,1,"1300_1500","2014-09-21","NF126A",1378,1.035,2,"Sep",15,22
"1040","Heliconia griggsiana",9,"2014","White-whiskered Hermit",343,2,3,81,0,"1300_1500","2014-09-23","NF129",NA,0.878,2,"Sep",18,22
"1041","Heliconia griggsiana",9,"2014","Crowned Woodnymph",341,1,2,81,0,"1300_1500","2014-09-30","NF126",NA,3.029,2,"Sep",6,22
"1042","Heliconia griggsiana",9,"2014","Brown Inca",341,1,13,81,2,"1300_1500","2014-09-30","NF126",1378,1.742,2,"Sep",3,22
"1043","Heliconia griggsiana",9,"2014","Wedge-billed Hummingbird",343,1,6,81,0,"1300_1500","2014-09-22","NF129",NA,3.709,2,"Sep",17,22
"1044","Heliconia griggsiana",9,"2014","Wedge-billed Hummingbird",343,2,6,81,0,"1300_1500","2014-09-23","NF129",NA,3.709,2,"Sep",17,22
"1045","Heliconia griggsiana",9,"2014","White-whiskered Hermit",342,1,3,81,2,"1300_1500","2014-09-21","NF126A",1378,0.878,2,"Sep",18,22
"1046","Heliconia griggsiana",9,"2014","Stripe-throated Hermit",341,1,4,81,1,"1300_1500","2014-09-30","NF126",1378,2.836,2,"Sep",14,22
"1047","Heliconia griggsiana",9,"2014","Green-crowned Brilliant",341,1,10,81,1,"1300_1500","2014-09-30","NF126",1378,2.921,2,"Sep",9,22
"1048","Heliconia griggsiana",9,"2014","White-whiskered Hermit",341,1,3,81,2,"1300_1500","2014-09-30","NF126",1378,0.878,2,"Sep",18,22
"1049","Heliconia griggsiana",9,"2014","Wedge-billed Hummingbird",341,1,6,81,0,"1300_1500","2014-09-30","NF126",NA,3.709,2,"Sep",17,22
"1050","Heliconia griggsiana",9,"2014","Wedge-billed Hummingbird",342,1,6,81,1,"1300_1500","2014-09-21","NF126A",1378,3.709,2,"Sep",17,22
"1051","Heliconia griggsiana",9,"2014","Crowned Woodnymph",342,1,2,81,0,"1300_1500","2014-09-21","NF126A",NA,3.029,2,"Sep",6,22
"1052","Heliconia griggsiana",11,"2013","White-whiskered Hermit",296,1,3,81,1,"1300_1500","2013-11-30","NF011",1421,0.878,18,"Nov",18,22
"1053","Heliconia griggsiana",11,"2013","Tawny-bellied Hermit",296,1,11,81,10,"1300_1500","2013-11-30","NF011",1421,1.035,18,"Nov",15,22
"1054","Heliconia griggsiana",11,"2013","Wedge-billed Hummingbird",296,1,6,81,0,"1300_1500","2013-11-30","NF011",NA,3.709,18,"Nov",17,22
"1055","Heliconia griggsiana",11,"2013","Purple-bibbed Whitetip",296,1,7,81,0,"1300_1500","2013-11-30","NF011",NA,3.168,18,"Nov",12,22
"1056","Heliconia impudica",2,"2015","Gorgeted Sunangel",82,1,19,82,0,"2300_2500","2015-02-11","FH231",NA,0.206,2,"Feb",8,23
"1057","Heliconia impudica",2,"2015","Speckled Hummingbird",82,1,20,82,0,"2300_2500","2015-02-11","FH231",NA,0.267,2,"Feb",13,23
"1058","Heliconia impudica",2,"2015","Buff-tailed Coronet",82,1,17,82,0,"2300_2500","2015-02-11","FH231",NA,0.083,2,"Feb",4,23
"1059","Heliconia impudica",2,"2015","Hoary Puffleg",82,1,18,82,0,"2300_2500","2015-02-11","FH231",NA,0.021,2,"Feb",11,23
"1060","Heliconia impudica",2,"2015","Collared Inca",82,1,16,82,1,"2300_2500","2015-02-11","FH231",2330,1.47,2,"Feb",5,23
"1061","Heliconia impudica",3,"2015","Collared Inca",15,1,16,82,0,"2100_2300","2015-03-11","FH1115",NA,1.47,0,NA,5,23
"1062","Heliconia impudica",3,"2015","Violet-tailed Sylph",15,1,14,82,2,"2100_2300","2015-03-11","FH1115",2280,0.147,0,NA,16,23
"1063","Heliconia impudica",3,"2015","Tawny-bellied Hermit",15,1,11,82,3,"2100_2300","2015-03-11","FH1115",2280,2.292,0,NA,15,23
"1064","Heliconia impudica",3,"2015","Hoary Puffleg",15,1,18,82,0,"2100_2300","2015-03-11","FH1115",NA,0.021,0,NA,11,23
"1065","Heliconia impudica",3,"2015","Buff-tailed Coronet",15,1,17,82,0,"2100_2300","2015-03-11","FH1115",NA,0.083,0,NA,4,23
"1066","Heliconia impudica",3,"2015","Green-crowned Brilliant",15,1,10,82,1,"2100_2300","2015-03-11","FH1115",2280,0.406,0,NA,9,23
"1067","Heliconia impudica",6,"2014","Purple-bibbed Whitetip",331,1,7,82,0,"1500_1700","2014-06-22","NF086",NA,0.159,2,"Jun",12,23
"1068","Heliconia impudica",6,"2014","Booted Racket-tail",331,1,8,82,0,"1500_1700","2014-06-22","NF086",NA,0.479,2,"Jun",2,23
"1069","Heliconia impudica",6,"2014","Brown Inca",331,1,13,82,1,"1500_1700","2014-06-22","NF086",1598,1.585,2,"Jun",3,23
"1070","Heliconia impudica",6,"2014","Wedge-billed Hummingbird",331,1,6,82,0,"1500_1700","2014-06-22","NF086",NA,0.381,2,"Jun",17,23
"1071","Heliconia impudica",7,"2013","Purple-bibbed Whitetip",267,2,7,82,0,"1700_1900","2013-07-25","FL073",NA,0.159,12.4,"Jul",12,23
"1072","Heliconia impudica",7,"2013","Purple-bibbed Whitetip",267,3,7,82,0,"1700_1900","2013-07-26","FL073",NA,0.159,12.4,"Jul",12,23
"1073","Heliconia impudica",7,"2013","Brown Inca",267,1,13,82,0,"1700_1900","2013-07-24","FL073",NA,1.585,12.4,"Jul",3,23
"1074","Heliconia impudica",7,"2013","Tawny-bellied Hermit",267,1,11,82,0,"1700_1900","2013-07-24","FL073",NA,2.292,12.4,"Jul",15,23
"1075","Heliconia impudica",7,"2013","Booted Racket-tail",267,2,8,82,0,"1700_1900","2013-07-25","FL073",NA,0.479,12.4,"Jul",2,23
"1076","Heliconia impudica",7,"2013","Wedge-billed Hummingbird",267,3,6,82,0,"1700_1900","2013-07-26","FL073",NA,0.381,12.4,"Jul",17,23
"1077","Heliconia impudica",7,"2013","Booted Racket-tail",267,1,8,82,0,"1700_1900","2013-07-24","FL073",NA,0.479,12.4,"Jul",2,23
"1078","Heliconia impudica",7,"2013","Purple-bibbed Whitetip",267,1,7,82,0,"1700_1900","2013-07-24","FL073",NA,0.159,12.4,"Jul",12,23
"1079","Heliconia impudica",7,"2013","Brown Inca",267,2,13,82,0,"1700_1900","2013-07-25","FL073",NA,1.585,12.4,"Jul",3,23
"1080","Heliconia impudica",7,"2013","Violet-tailed Sylph",267,2,14,82,1,"1700_1900","2013-07-25","FL073",1890,0.147,12.4,"Jul",16,23
"1081","Heliconia impudica",7,"2013","Green-crowned Brilliant",267,1,10,82,0,"1700_1900","2013-07-24","FL073",NA,0.406,12.4,"Jul",9,23
"1082","Heliconia impudica",7,"2013","Green-crowned Brilliant",267,3,10,82,0,"1700_1900","2013-07-26","FL073",NA,0.406,12.4,"Jul",9,23
"1083","Heliconia impudica",7,"2013","Wedge-billed Hummingbird",267,2,6,82,0,"1700_1900","2013-07-25","FL073",NA,0.381,12.4,"Jul",17,23
"1084","Heliconia impudica",7,"2013","Violet-tailed Sylph",267,3,14,82,1,"1700_1900","2013-07-26","FL073",1890,0.147,12.4,"Jul",16,23
"1085","Heliconia impudica",7,"2013","Wedge-billed Hummingbird",267,1,6,82,0,"1700_1900","2013-07-24","FL073",NA,0.381,12.4,"Jul",17,23
"1086","Heliconia impudica",7,"2013","Tawny-bellied Hermit",267,3,11,82,1,"1700_1900","2013-07-26","FL073",1890,2.292,12.4,"Jul",15,23
"1087","Heliconia impudica",7,"2013","Green-crowned Brilliant",267,2,10,82,0,"1700_1900","2013-07-25","FL073",NA,0.406,12.4,"Jul",9,23
"1088","Heliconia impudica",7,"2013","Booted Racket-tail",267,3,8,82,0,"1700_1900","2013-07-26","FL073",NA,0.479,12.4,"Jul",2,23
"1089","Heliconia impudica",7,"2013","Tawny-bellied Hermit",267,2,11,82,0,"1700_1900","2013-07-25","FL073",NA,2.292,12.4,"Jul",15,23
"1090","Heliconia impudica",7,"2013","Violet-tailed Sylph",267,1,14,82,1,"1700_1900","2013-07-24","FL073",1890,0.147,12.4,"Jul",16,23
"1091","Heliconia impudica",7,"2013","Brown Inca",267,3,13,82,2,"1700_1900","2013-07-26","FL073",1890,1.585,12.4,"Jul",3,23
"1092","Heliconia impudica",10,"2015","Tawny-bellied Hermit",47,1,11,82,0,"1700_1900","2015-10-07","FH1229",NA,2.292,1,"Oct",15,23
"1093","Heliconia impudica",10,"2015","Green-crowned Brilliant",47,1,10,82,0,"1700_1900","2015-10-07","FH1229",NA,0.406,1,"Oct",9,23
"1094","Heliconia impudica",10,"2015","Purple-bibbed Whitetip",47,1,7,82,0,"1700_1900","2015-10-07","FH1229",NA,0.159,1,"Oct",12,23
"1095","Heliconia impudica",10,"2015","Violet-tailed Sylph",47,1,14,82,1,"1700_1900","2015-10-07","FH1229",1770,0.147,1,"Oct",16,23
"1096","Heliconia impudica",10,"2015","Wedge-billed Hummingbird",47,1,6,82,0,"1700_1900","2015-10-07","FH1229",NA,0.381,1,"Oct",17,23
"1097","Heliconia impudica",10,"2015","Booted Racket-tail",47,1,8,82,0,"1700_1900","2015-10-07","FH1229",NA,0.479,1,"Oct",2,23
"1098","Heliconia impudica",10,"2015","Brown Inca",47,1,13,82,10,"1700_1900","2015-10-07","FH1229",1770,1.585,1,"Oct",3,23
"1099","Heliconia virginalis",6,"2013","Crowned Woodnymph",238,2,2,83,1,"1300_1500","2013-06-02","FL001",1340,0.117,65,"Jun",6,24
"1100","Heliconia virginalis",6,"2013","Wedge-billed Hummingbird",241,1,6,83,0,"1500_1700","2013-06-04","FL012",NA,0.562,65,"Jun",17,24
"1101","Heliconia virginalis",6,"2013","Booted Racket-tail",241,2,8,83,0,"1500_1700","2013-06-06","FL012",NA,0.66,65,"Jun",2,24
"1102","Heliconia virginalis",6,"2013","Crowned Woodnymph",238,1,2,83,4,"1300_1500","2013-06-01","FL001",1340,0.117,65,"Jun",6,24
"1103","Heliconia virginalis",6,"2013","White-whiskered Hermit",241,1,3,83,1,"1500_1700","2013-06-04","FL012",1560,2.268,65,"Jun",18,24
"1104","Heliconia virginalis",6,"2013","Purple-bibbed Whitetip",241,2,7,83,0,"1500_1700","2013-06-06","FL012",NA,0.022,65,"Jun",12,24
"1105","Heliconia virginalis",6,"2013","White-whiskered Hermit",238,1,3,83,9,"1300_1500","2013-06-01","FL001",1340,2.268,65,"Jun",18,24
"1106","Heliconia virginalis",6,"2013","White-whiskered Hermit",241,2,3,83,1,"1500_1700","2013-06-06","FL012",1560,2.268,65,"Jun",18,24
"1107","Heliconia virginalis",6,"2013","Tawny-bellied Hermit",241,2,11,83,1,"1500_1700","2013-06-06","FL012",1560,2.111,65,"Jun",15,24
"1108","Heliconia virginalis",6,"2013","Wedge-billed Hummingbird",241,2,6,83,0,"1500_1700","2013-06-06","FL012",NA,0.562,65,"Jun",17,24
"1109","Heliconia virginalis",6,"2013","Stripe-throated Hermit",238,2,4,83,1,"1300_1500","2013-06-02","FL001",1340,0.31,65,"Jun",14,24
"1110","Heliconia virginalis",6,"2013","Booted Racket-tail",241,1,8,83,0,"1500_1700","2013-06-04","FL012",NA,0.66,65,"Jun",2,24
"1111","Heliconia virginalis",6,"2013","Stripe-throated Hermit",238,1,4,83,4,"1300_1500","2013-06-01","FL001",1340,0.31,65,"Jun",14,24
"1112","Heliconia virginalis",6,"2013","Wedge-billed Hummingbird",238,2,6,83,0,"1300_1500","2013-06-02","FL001",NA,0.562,65,"Jun",17,24
"1113","Heliconia virginalis",6,"2013","White-whiskered Hermit",238,2,3,83,1,"1300_1500","2013-06-02","FL001",1340,2.268,65,"Jun",18,24
"1114","Heliconia virginalis",6,"2013","Purple-bibbed Whitetip",241,1,7,83,0,"1500_1700","2013-06-04","FL012",NA,0.022,65,"Jun",12,24
"1115","Heliconia virginalis",6,"2013","Wedge-billed Hummingbird",238,1,6,83,0,"1300_1500","2013-06-01","FL001",NA,0.562,65,"Jun",17,24
"1116","Heliconia virginalis",6,"2013","Tawny-bellied Hermit",241,1,11,83,0,"1500_1700","2013-06-04","FL012",NA,2.111,65,"Jun",15,24
"1117","Heliconia virginalis",9,"2014","Booted Racket-tail",344,1,8,83,0,"1500_1700","2014-09-28","NF131",NA,0.66,0,NA,2,24
"1118","Heliconia virginalis",9,"2014","Crowned Woodnymph",344,1,2,83,1,"1500_1700","2014-09-28","NF131",1542,0.117,0,NA,6,24
"1119","Heliconia virginalis",9,"2014","Wedge-billed Hummingbird",344,1,6,83,0,"1500_1700","2014-09-28","NF131",NA,0.562,0,NA,17,24
"1120","Heliconia virginalis",9,"2014","Purple-bibbed Whitetip",344,1,7,83,0,"1500_1700","2014-09-28","NF131",NA,0.022,0,NA,12,24
"1121","Heliconia virginalis",9,"2014","White-whiskered Hermit",344,1,3,83,1,"1500_1700","2014-09-28","NF131",1542,2.268,0,NA,18,24
"1122","Kohleria affinis",1,"2014","Violet-tailed Sylph",92,1,14,38,2,"2300_2500","2014-01-08","FH308",2310,2.276,0,NA,16,25
"1123","Kohleria affinis",1,"2014","Hoary Puffleg",92,1,18,38,0,"2300_2500","2014-01-08","FH308",NA,2.15,0,NA,11,25
"1124","Kohleria affinis",1,"2014","Gorgeted Sunangel",92,1,19,38,0,"2300_2500","2014-01-08","FH308",NA,2.335,0,NA,8,25
"1125","Kohleria affinis",1,"2014","Collared Inca",92,1,16,38,0,"2300_2500","2014-01-08","FH308",NA,0.659,0,NA,5,25
"1126","Kohleria affinis",1,"2014","Buff-tailed Coronet",92,1,17,38,0,"2300_2500","2014-01-08","FH308",NA,2.212,0,NA,4,25
"1127","Kohleria affinis",3,"2014","Brown Inca",131,1,13,38,1,"1700_1900","2014-03-11","FH512",1750,0.544,0,NA,3,25
"1128","Kohleria affinis",3,"2014","Booted Racket-tail",131,1,8,38,0,"1700_1900","2014-03-11","FH512",NA,2.608,0,NA,2,25
"1129","Kohleria affinis",3,"2014","Violet-tailed Sylph",131,1,14,38,4,"1700_1900","2014-03-11","FH512",1750,2.276,0,NA,16,25
"1130","Kohleria affinis",3,"2014","Tawny-bellied Hermit",131,1,11,38,0,"1700_1900","2014-03-11","FH512",NA,0.163,0,NA,15,25
"1131","Kohleria affinis",3,"2014","Wedge-billed Hummingbird",131,1,6,38,0,"1700_1900","2014-03-11","FH512",NA,2.51,0,NA,17,25
"1132","Kohleria affinis",3,"2014","Purple-bibbed Whitetip",131,1,7,38,0,"1700_1900","2014-03-11","FH512",NA,1.97,0,NA,12,25
"1133","Kohleria affinis",3,"2014","Green-crowned Brilliant",131,1,10,38,0,"1700_1900","2014-03-11","FH512",NA,1.723,0,NA,9,25
"1134","Kohleria affinis",3,"2015","Green-fronted Lancebill",39,1,15,38,0,"2100_2300","2015-03-11","FH1215",NA,0.641,0,NA,10,25
"1135","Kohleria affinis",3,"2015","Booted Racket-tail",219,1,8,38,0,"1900_2100","2015-03-25","FH835",NA,2.608,0,NA,2,25
"1136","Kohleria affinis",3,"2015","Violet-tailed Sylph",39,1,14,38,0,"2100_2300","2015-03-11","FH1215",NA,2.276,0,NA,16,25
"1137","Kohleria affinis",3,"2015","Tawny-bellied Hermit",219,1,11,38,0,"1900_2100","2015-03-25","FH835",NA,0.163,0,NA,15,25
"1138","Kohleria affinis",3,"2015","Brown Inca",219,1,13,38,0,"1900_2100","2015-03-25","FH835",NA,0.544,0,NA,3,25
"1139","Kohleria affinis",3,"2015","Tawny-bellied Hermit",39,1,11,38,0,"2100_2300","2015-03-11","FH1215",NA,0.163,0,NA,15,25
"1140","Kohleria affinis",3,"2015","Purple-bibbed Whitetip",219,1,7,38,0,"1900_2100","2015-03-25","FH835",NA,1.97,0,NA,12,25
"1141","Kohleria affinis",3,"2015","Green-crowned Brilliant",219,1,10,38,0,"1900_2100","2015-03-25","FH835",NA,1.723,0,NA,9,25
"1142","Kohleria affinis",3,"2015","Collared Inca",39,1,16,38,2,"2100_2300","2015-03-11","FH1215",2130,0.659,0,NA,5,25
"1143","Kohleria affinis",3,"2015","Fawn-breasted Brilliant",219,1,12,38,1,"1900_2100","2015-03-25","FH835",1950,1.832,0,NA,7,25
"1144","Kohleria affinis",3,"2015","Collared Inca",219,1,16,38,3,"1900_2100","2015-03-25","FH835",1950,0.659,0,NA,5,25
"1145","Kohleria affinis",4,"2015","Booted Racket-tail",117,1,8,38,0,"1900_2100","2015-04-28","FH436",NA,2.608,0,NA,2,25
"1146","Kohleria affinis",4,"2015","Fawn-breasted Brilliant",117,1,12,38,0,"1900_2100","2015-04-28","FH436",NA,1.832,0,NA,7,25
"1147","Kohleria affinis",4,"2015","Tawny-bellied Hermit",117,1,11,38,0,"1900_2100","2015-04-28","FH436",NA,0.163,0,NA,15,25
"1148","Kohleria affinis",4,"2015","Brown Inca",117,1,13,38,1,"1900_2100","2015-04-28","FH436",1950,0.544,0,NA,3,25
"1149","Kohleria affinis",4,"2015","Purple-bibbed Whitetip",117,1,7,38,0,"1900_2100","2015-04-28","FH436",NA,1.97,0,NA,12,25
"1150","Kohleria affinis",4,"2015","Green-crowned Brilliant",117,1,10,38,0,"1900_2100","2015-04-28","FH436",NA,1.723,0,NA,9,25
"1151","Kohleria affinis",4,"2015","Violet-tailed Sylph",117,1,14,38,2,"1900_2100","2015-04-28","FH436",1950,2.276,0,NA,16,25
"1152","Kohleria affinis",5,"2014","Tawny-bellied Hermit",107,1,11,38,0,"1900_2100","2014-05-21","FH416",NA,0.163,0,NA,15,25
"1153","Kohleria affinis",5,"2014","Brown Inca",107,1,13,38,1,"1900_2100","2014-05-21","FH416",1990,0.544,0,NA,3,25
"1154","Kohleria affinis",5,"2014","Green-crowned Brilliant",107,1,10,38,0,"1900_2100","2014-05-21","FH416",NA,1.723,0,NA,9,25
"1155","Kohleria affinis",5,"2014","Violet-tailed Sylph",107,1,14,38,0,"1900_2100","2014-05-21","FH416",NA,2.276,0,NA,16,25
"1156","Macleania bullata",6,"2013","Collared Inca",252,1,16,92,1,"2300_2500","2013-06-24","FL044",2310,0.818,0,NA,5,26
"1157","Macleania bullata",6,"2013","Collared Inca",252,2,16,92,3,"2300_2500","2013-06-26","FL044",2310,0.818,0,NA,5,26
"1158","Macleania bullata",6,"2013","Hoary Puffleg",252,2,18,92,0,"2300_2500","2013-06-26","FL044",NA,2.309,0,NA,11,26
"1159","Macleania bullata",6,"2013","Hoary Puffleg",252,1,18,92,0,"2300_2500","2013-06-24","FL044",NA,2.309,0,NA,11,26
"1160","Macleania bullata",6,"2013","Buff-tailed Coronet",252,1,17,92,0,"2300_2500","2013-06-24","FL044",NA,2.371,0,NA,4,26
"1161","Macleania bullata",6,"2013","Gorgeted Sunangel",252,1,19,92,0,"2300_2500","2013-06-24","FL044",NA,2.494,0,NA,8,26
"1162","Macleania bullata",6,"2013","Gorgeted Sunangel",252,2,19,92,0,"2300_2500","2013-06-26","FL044",NA,2.494,0,NA,8,26
"1163","Macleania bullata",6,"2013","Buff-tailed Coronet",252,2,17,92,0,"2300_2500","2013-06-26","FL044",NA,2.371,0,NA,4,26
"1164","Macleania bullata",8,"2013","Collared Inca",281,1,16,92,1,"2100_2300","2013-08-01","FL089",2290,0.818,0,NA,5,26
"1165","Macleania bullata",8,"2013","Green-fronted Lancebill",281,1,15,92,2,"2100_2300","2013-08-01","FL089",2290,0.8,0,NA,10,26
"1166","Macleania bullata",8,"2013","Green-fronted Lancebill",281,2,15,92,1,"2100_2300","2013-08-02","FL089",2290,0.8,0,NA,10,26
"1167","Macleania bullata",8,"2013","Brown Inca",281,1,13,92,0,"2100_2300","2013-08-01","FL089",NA,0.703,0,NA,3,26
"1168","Macleania bullata",8,"2013","Gorgeted Sunangel",281,2,19,92,1,"2100_2300","2013-08-02","FL089",2290,2.494,0,NA,8,26
"1169","Macleania bullata",8,"2013","Hoary Puffleg",281,2,18,92,0,"2100_2300","2013-08-02","FL089",NA,2.309,0,NA,11,26
"1170","Macleania bullata",8,"2013","Hoary Puffleg",281,1,18,92,0,"2100_2300","2013-08-01","FL089",NA,2.309,0,NA,11,26
"1171","Macleania bullata",8,"2013","Buff-tailed Coronet",281,2,17,92,0,"2100_2300","2013-08-02","FL089",NA,2.371,0,NA,4,26
"1172","Macleania bullata",8,"2013","Brown Inca",281,2,13,92,1,"2100_2300","2013-08-02","FL089",2290,0.703,0,NA,3,26
"1173","Macleania bullata",8,"2013","Tawny-bellied Hermit",281,2,11,92,0,"2100_2300","2013-08-02","FL089",NA,0.004,0,NA,15,26
"1174","Macleania bullata",8,"2013","Tawny-bellied Hermit",281,1,11,92,3,"2100_2300","2013-08-01","FL089",2290,0.004,0,NA,15,26
"1175","Macleania bullata",8,"2013","Buff-tailed Coronet",281,1,17,92,0,"2100_2300","2013-08-01","FL089",NA,2.371,0,NA,4,26
"1176","Macleania bullata",8,"2013","Gorgeted Sunangel",281,1,19,92,1,"2100_2300","2013-08-01","FL089",2290,2.494,0,NA,8,26
"1177","Macleania bullata",8,"2013","Collared Inca",281,2,16,92,1,"2100_2300","2013-08-02","FL089",2290,0.818,0,NA,5,26
"1178","Macleania bullata",9,"2015","Buff-tailed Coronet",62,1,17,92,0,"2100_2300","2015-09-09","FH1330",NA,2.371,11,"Sep",4,26
"1179","Macleania bullata",9,"2015","Green-fronted Lancebill",62,1,15,92,0,"2100_2300","2015-09-09","FH1330",NA,0.8,11,"Sep",10,26
"1180","Macleania bullata",9,"2015","Violet-tailed Sylph",62,1,14,92,3,"2100_2300","2015-09-09","FH1330",2140,2.435,11,"Sep",16,26
"1181","Macleania bullata",9,"2015","Brown Inca",62,1,13,92,1,"2100_2300","2015-09-09","FH1330",2140,0.703,11,"Sep",3,26
"1182","Macleania bullata",10,"2014","Brown Inca",113,1,13,92,1,"2300_2500","2014-10-22","FH425",2320,0.703,0,NA,3,26
"1183","Macleania bullata",10,"2014","Collared Inca",231,1,16,92,0,"2100_2300","2014-10-07","FH907",NA,0.818,0,NA,5,26
"1184","Macleania bullata",10,"2014","Collared Inca",113,1,16,92,0,"2300_2500","2014-10-22","FH425",NA,0.818,0,NA,5,26
"1185","Macleania bullata",10,"2014","Collared Inca",10,1,16,92,5,"2300_2500","2014-10-07","FH1105",2470,0.818,0,NA,5,26
"1186","Macleania bullata",10,"2014","Hoary Puffleg",231,1,18,92,0,"2100_2300","2014-10-07","FH907",NA,2.309,0,NA,11,26
"1187","Macleania bullata",10,"2014","Hoary Puffleg",113,1,18,92,0,"2300_2500","2014-10-22","FH425",NA,2.309,0,NA,11,26
"1188","Macleania bullata",10,"2014","Gorgeted Sunangel",10,1,19,92,1,"2300_2500","2014-10-07","FH1105",2470,2.494,0,NA,8,26
"1189","Macleania bullata",10,"2014","Gorgeted Sunangel",113,1,19,92,1,"2300_2500","2014-10-22","FH425",2320,2.494,0,NA,8,26
"1190","Macleania bullata",10,"2014","Buff-tailed Coronet",113,1,17,92,0,"2300_2500","2014-10-22","FH425",NA,2.371,0,NA,4,26
"1191","Macleania bullata",10,"2014","Buff-tailed Coronet",231,1,17,92,0,"2100_2300","2014-10-07","FH907",NA,2.371,0,NA,4,26
"1192","Macleania bullata",10,"2014","Green-fronted Lancebill",113,1,15,92,3,"2300_2500","2014-10-22","FH425",2320,0.8,0,NA,10,26
"1193","Macleania bullata",10,"2014","Tawny-bellied Hermit",231,1,11,92,4,"2100_2300","2014-10-07","FH907",2280,0.004,0,NA,15,26
"1194","Macleania bullata",11,"2013","Collared Inca",153,1,16,92,0,"2100_2300","2013-11-06","FH602",NA,0.818,0,NA,5,26
"1195","Macleania bullata",11,"2013","Hoary Puffleg",153,1,18,92,0,"2100_2300","2013-11-06","FH602",NA,2.309,0,NA,11,26
"1196","Macleania bullata",11,"2013","Buff-tailed Coronet",153,1,17,92,0,"2100_2300","2013-11-06","FH602",NA,2.371,0,NA,4,26
"1197","Macleania bullata",11,"2013","Brown Inca",153,1,13,92,2,"2100_2300","2013-11-06","FH602",2300,0.703,0,NA,3,26
"1198","Macleania bullata",11,"2013","Gorgeted Sunangel",153,1,19,92,0,"2100_2300","2013-11-06","FH602",NA,2.494,0,NA,8,26
"1199","Macleania bullata",12,"2014","Brown Inca",54,1,13,92,1,"2100_2300","2014-12-02","FH1308",2120,0.703,83.5,"Dec",3,26
"1200","Macleania bullata",12,"2014","Violet-tailed Sylph",54,1,14,92,0,"2100_2300","2014-12-02","FH1308",NA,2.435,83.5,"Dec",16,26
"1201","Macleania bullata",12,"2014","Tawny-bellied Hermit",54,1,11,92,0,"2100_2300","2014-12-02","FH1308",NA,0.004,83.5,"Dec",15,26
"1202","Macleania bullata",12,"2014","Green-fronted Lancebill",54,1,15,92,0,"2100_2300","2014-12-02","FH1308",NA,0.8,83.5,"Dec",10,26
"1203","Macleania stricta",6,"2015","Tawny-bellied Hermit",18,1,11,95,0,"2100_2300","2015-06-09","FH1121",NA,2.023,15.25,"Jun",15,27
"1204","Macleania stricta",6,"2015","Green-fronted Lancebill",18,1,15,95,0,"2100_2300","2015-06-09","FH1121",NA,1.219,15.25,"Jun",10,27
"1205","Macleania stricta",6,"2015","Violet-tailed Sylph",18,1,14,95,2,"2100_2300","2015-06-09","FH1121",2120,0.416,15.25,"Jun",16,27
"1206","Macleania stricta",10,"2013","Brown Inca",88,1,13,95,1,"2100_2300","2013-10-22","FH301",2120,1.316,56.8,"Oct",3,27
"1207","Macleania stricta",10,"2013","Violet-tailed Sylph",88,1,14,95,0,"2100_2300","2013-10-22","FH301",NA,0.416,56.8,"Oct",16,27
"1208","Macleania stricta",10,"2013","Collared Inca",88,1,16,95,1,"2100_2300","2013-10-22","FH301",2120,1.201,56.8,"Oct",5,27
"1209","Macleania stricta",10,"2013","Tawny-bellied Hermit",88,1,11,95,0,"2100_2300","2013-10-22","FH301",NA,2.023,56.8,"Oct",15,27
"1210","Macleania stricta",10,"2013","Green-fronted Lancebill",88,1,15,95,0,"2100_2300","2013-10-22","FH301",NA,1.219,56.8,"Oct",10,27
"1211","Macleania stricta",10,"2014","Collared Inca",216,1,16,95,1,"2300_2500","2014-10-07","FH823",2320,1.201,23.25,"Oct",5,27
"1212","Macleania stricta",10,"2014","Hoary Puffleg",216,1,18,95,0,"2300_2500","2014-10-07","FH823",NA,0.29,23.25,"Oct",11,27
"1213","Macleania stricta",10,"2014","Speckled Hummingbird",216,1,20,95,8,"2300_2500","2014-10-07","FH823",2320,0.536,23.25,"Oct",13,27
"1214","Macleania stricta",10,"2014","Gorgeted Sunangel",216,1,19,95,0,"2300_2500","2014-10-07","FH823",NA,0.475,23.25,"Oct",8,27
"1215","Macleania stricta",10,"2014","Buff-tailed Coronet",216,1,17,95,0,"2300_2500","2014-10-07","FH823",NA,0.352,23.25,"Oct",4,27
"1216","Macleania stricta",12,"2013","Collared Inca",70,1,16,95,0,"2300_2500","2013-12-19","FH205",NA,1.201,7.66666666666667,"Dec",5,27
