"","species","parameter","Draw","Chain","estimate","par","plant","Yobs","Model","Hummingbird"
"630",2,"ynew[46]",5,1,1,"ynew",19,1,"N-mixture","Speckled Hummingbird"
"631",2,"E[39]",3,1,0,"E",11,0,"N-mixture","Speckled Hummingbird"
"632",2,"E[39]",4,1,0.388758984430855,"E",11,0,"N-mixture","Speckled Hummingbird"
"633",2,"alpha[2]",2,1,1.27915260121939,"alpha",NA,NA,"N-mixture","Speckled Hummingbird"
"634",2,"alpha[2]",3,1,0.758378413896122,"alpha",NA,NA,"N-mixture","Speckled Hummingbird"
"635",2,"E[26]",2,1,1.0072844244512,"E",13,0,"N-mixture","Speckled Hummingbird"
"636",2,"ynew[39]",2,1,0,"ynew",11,0,"N-mixture","Speckled Hummingbird"
"637",2,"ynew[39]",3,1,0,"ynew",11,0,"N-mixture","Speckled Hummingbird"
"638",2,"ynew[39]",4,1,1,"ynew",11,0,"N-mixture","Speckled Hummingbird"
"639",2,"ynew[20]",1,1,1,"ynew",19,0,"N-mixture","Speckled Hummingbird"
"640",2,"ynew[20]",2,1,0,"ynew",19,0,"N-mixture","Speckled Hummingbird"
"641",2,"E[26]",1,2,1.34910243858338,"E",13,0,"N-mixture","Speckled Hummingbird"
"642",2,"E[26]",2,2,0.777827853701667,"E",13,0,"N-mixture","Speckled Hummingbird"
"643",2,"E[26]",3,2,0.934309223268516,"E",13,0,"N-mixture","Speckled Hummingbird"
"644",2,"E[26]",4,2,0.254653427173423,"E",13,0,"N-mixture","Speckled Hummingbird"
"645",2,"ynew[39]",4,2,0,"ynew",11,0,"N-mixture","Speckled Hummingbird"
"646",2,"ynew[55]",2,1,2,"ynew",18,2,"N-mixture","Speckled Hummingbird"
"647",2,"E[16]",5,1,0.0234529952511228,"E",7,1,"N-mixture","Speckled Hummingbird"
"648",2,"E[16]",6,1,0.134660602043156,"E",7,1,"N-mixture","Speckled Hummingbird"
"649",2,"E[16]",7,1,0.112584330706797,"E",7,1,"N-mixture","Speckled Hummingbird"
"650",2,"E[16]",1,2,0.736488526524637,"E",7,1,"N-mixture","Speckled Hummingbird"
"651",2,"ynew[55]",7,1,2,"ynew",18,2,"N-mixture","Speckled Hummingbird"
"652",2,"ynew[55]",1,2,0,"ynew",18,2,"N-mixture","Speckled Hummingbird"
"653",2,"ynew[55]",2,2,1,"ynew",18,2,"N-mixture","Speckled Hummingbird"
"654",2,"ynew[55]",3,2,1,"ynew",18,2,"N-mixture","Speckled Hummingbird"
"655",2,"ynew[55]",4,2,2,"ynew",18,2,"N-mixture","Speckled Hummingbird"
"656",2,"ynew[55]",5,2,0,"ynew",18,2,"N-mixture","Speckled Hummingbird"
"657",2,"ynew[55]",6,2,2,"ynew",18,2,"N-mixture","Speckled Hummingbird"
"658",2,"ynew[55]",7,2,2,"ynew",18,2,"N-mixture","Speckled Hummingbird"
"659",2,"E[46]",1,1,0.158543163444009,"E",19,1,"N-mixture","Speckled Hummingbird"
"660",2,"ynew[11]",1,1,0,"ynew",10,1,"N-mixture","Speckled Hummingbird"
"661",2,"ynew[50]",4,1,0,"ynew",8,0,"N-mixture","Speckled Hummingbird"
"662",2,"ynew[50]",5,1,0,"ynew",8,0,"N-mixture","Speckled Hummingbird"
"663",2,"E[11]",3,2,0.579670320024548,"E",10,1,"N-mixture","Speckled Hummingbird"
"664",2,"E[11]",4,2,0.000101400812844376,"E",10,1,"N-mixture","Speckled Hummingbird"
"665",2,"E[11]",5,2,0.17178643781052,"E",10,1,"N-mixture","Speckled Hummingbird"
"666",2,"E[11]",6,2,0.00603035746850627,"E",10,1,"N-mixture","Speckled Hummingbird"
"667",2,"E[11]",7,2,0.00613141883255893,"E",10,1,"N-mixture","Speckled Hummingbird"
"668",2,"detect[2]",4,1,0.676212325477499,"detect",NA,NA,"N-mixture","Speckled Hummingbird"
"669",2,"detect[2]",5,1,0.823798310215459,"detect",NA,NA,"N-mixture","Speckled Hummingbird"
"670",2,"E[39]",1,1,0,"E",11,0,"N-mixture","Speckled Hummingbird"
"671",2,"E[54]",6,1,0.00314389201718195,"E",16,7,"N-mixture","Speckled Hummingbird"
"672",2,"E[54]",7,1,1.26183884051489,"E",16,7,"N-mixture","Speckled Hummingbird"
"673",2,"E[54]",2,2,3.40040706458147,"E",16,7,"N-mixture","Speckled Hummingbird"
"674",2,"E[54]",3,2,3.78739276615517,"E",16,7,"N-mixture","Speckled Hummingbird"
"675",2,"E[20]",2,1,0.218928984694936,"E",19,0,"N-mixture","Speckled Hummingbird"
"676",2,"E[20]",3,1,0.398287648455648,"E",19,0,"N-mixture","Speckled Hummingbird"
"677",2,"E[20]",4,1,0,"E",19,0,"N-mixture","Speckled Hummingbird"
"678",2,"alpha[2]",6,1,0.94312863888183,"alpha",NA,NA,"N-mixture","Speckled Hummingbird"
"679",2,"ynew[39]",5,1,0,"ynew",11,0,"N-mixture","Speckled Hummingbird"
"680",2,"E[26]",7,1,0,"E",13,0,"N-mixture","Speckled Hummingbird"
"681",2,"E[60]",1,1,1.1939137455968,"E",6,0,"N-mixture","Speckled Hummingbird"
"682",2,"E[60]",2,1,0.592478244010334,"E",6,0,"N-mixture","Speckled Hummingbird"
"683",2,"E[60]",3,1,0.398287648455648,"E",6,0,"N-mixture","Speckled Hummingbird"
"684",2,"E[60]",4,1,0,"E",6,0,"N-mixture","Speckled Hummingbird"
"685",2,"E[60]",5,1,0,"E",6,0,"N-mixture","Speckled Hummingbird"
"686",2,"E[60]",6,1,0,"E",6,0,"N-mixture","Speckled Hummingbird"
"687",2,"ynew[55]",3,1,2,"ynew",18,2,"N-mixture","Speckled Hummingbird"
"688",2,"ynew[55]",4,1,2,"ynew",18,2,"N-mixture","Speckled Hummingbird"
"689",2,"ynew[55]",5,1,2,"ynew",18,2,"N-mixture","Speckled Hummingbird"
"690",2,"ynew[55]",6,1,1,"ynew",18,2,"N-mixture","Speckled Hummingbird"
"691",2,"E[60]",4,2,0,"E",6,0,"N-mixture","Speckled Hummingbird"
"692",2,"ynew[26]",4,2,0,"ynew",13,0,"N-mixture","Speckled Hummingbird"
"693",2,"ynew[60]",5,1,0,"ynew",6,0,"N-mixture","Speckled Hummingbird"
"694",2,"ynew[60]",6,1,0,"ynew",6,0,"N-mixture","Speckled Hummingbird"
"695",2,"ynew[60]",7,1,0,"ynew",6,0,"N-mixture","Speckled Hummingbird"
"696",2,"ynew[60]",1,2,1,"ynew",6,0,"N-mixture","Speckled Hummingbird"
"697",2,"ynew[16]",7,1,1,"ynew",7,1,"N-mixture","Speckled Hummingbird"
"698",2,"ynew[16]",1,2,5,"ynew",7,1,"N-mixture","Speckled Hummingbird"
"699",2,"ynew[16]",2,2,2,"ynew",7,1,"N-mixture","Speckled Hummingbird"
"700",2,"ynew[16]",3,2,0,"ynew",7,1,"N-mixture","Speckled Hummingbird"
"701",2,"ynew[16]",4,2,0,"ynew",7,1,"N-mixture","Speckled Hummingbird"
"702",2,"ynew[16]",5,2,0,"ynew",7,1,"N-mixture","Speckled Hummingbird"
"703",2,"ynew[50]",6,1,0,"ynew",8,0,"N-mixture","Speckled Hummingbird"
"704",2,"ynew[50]",7,1,0,"ynew",8,0,"N-mixture","Speckled Hummingbird"
"705",2,"detect[2]",1,1,0.393333767091475,"detect",NA,NA,"N-mixture","Speckled Hummingbird"
"706",2,"detect[2]",2,1,0.457956913258392,"detect",NA,NA,"N-mixture","Speckled Hummingbird"
"707",2,"detect[2]",3,1,0.687817628473464,"detect",NA,NA,"N-mixture","Speckled Hummingbird"
"708",2,"E[54]",2,1,0.695491811481222,"E",16,7,"N-mixture","Speckled Hummingbird"
"709",2,"E[54]",3,1,0.0979796658401473,"E",16,7,"N-mixture","Speckled Hummingbird"
"710",2,"E[54]",4,1,0.981579806890929,"E",16,7,"N-mixture","Speckled Hummingbird"
"711",2,"beta1[2]",1,2,-0.0476655990623635,"beta1",NA,NA,"N-mixture","Speckled Hummingbird"
"712",2,"ynew[46]",6,1,0,"ynew",19,1,"N-mixture","Speckled Hummingbird"
"713",2,"E[54]",1,2,2.0518654002835,"E",16,7,"N-mixture","Speckled Hummingbird"
"714",2,"E[20]",1,1,0.480967921313455,"E",19,0,"N-mixture","Speckled Hummingbird"
"715",2,"E[62]",5,1,0,"E",17,0,"N-mixture","Speckled Hummingbird"
"716",2,"E[62]",6,1,0,"E",17,0,"N-mixture","Speckled Hummingbird"
"717",2,"E[62]",7,1,0,"E",17,0,"N-mixture","Speckled Hummingbird"
"718",2,"E[62]",1,2,0,"E",17,0,"N-mixture","Speckled Hummingbird"
"719",2,"E[62]",2,2,0,"E",17,0,"N-mixture","Speckled Hummingbird"
"720",2,"E[62]",3,2,0,"E",17,0,"N-mixture","Speckled Hummingbird"
"721",2,"E[62]",4,2,0,"E",17,0,"N-mixture","Speckled Hummingbird"
"722",2,"E[62]",5,2,0,"E",17,0,"N-mixture","Speckled Hummingbird"
"723",2,"E[62]",6,2,0,"E",17,0,"N-mixture","Speckled Hummingbird"
"724",2,"E[62]",7,2,0,"E",17,0,"N-mixture","Speckled Hummingbird"
"725",2,"ynew[39]",3,2,0,"ynew",11,0,"N-mixture","Speckled Hummingbird"
"726",2,"ynew[55]",1,1,2,"ynew",18,2,"N-mixture","Speckled Hummingbird"
"727",2,"ynew[62]",4,2,0,"ynew",17,0,"N-mixture","Speckled Hummingbird"
"728",2,"ynew[20]",2,2,0,"ynew",19,0,"N-mixture","Speckled Hummingbird"
"729",2,"ynew[60]",1,1,2,"ynew",6,0,"N-mixture","Speckled Hummingbird"
"730",2,"ynew[60]",2,1,1,"ynew",6,0,"N-mixture","Speckled Hummingbird"
"731",2,"ynew[60]",3,1,0,"ynew",6,0,"N-mixture","Speckled Hummingbird"
"732",2,"ynew[60]",4,1,0,"ynew",6,0,"N-mixture","Speckled Hummingbird"
"733",2,"ynew[16]",3,1,1,"ynew",7,1,"N-mixture","Speckled Hummingbird"
"734",2,"ynew[16]",4,1,1,"ynew",7,1,"N-mixture","Speckled Hummingbird"
"735",2,"ynew[16]",5,1,1,"ynew",7,1,"N-mixture","Speckled Hummingbird"
"736",2,"ynew[16]",6,1,1,"ynew",7,1,"N-mixture","Speckled Hummingbird"
"737",2,"ynew[50]",4,2,0,"ynew",8,0,"N-mixture","Speckled Hummingbird"
"738",2,"E[54]",5,1,0.242764435291957,"E",16,7,"N-mixture","Speckled Hummingbird"
"739",2,"ynew[50]",1,1,0,"ynew",8,0,"N-mixture","Speckled Hummingbird"
"740",2,"ynew[50]",2,1,0,"ynew",8,0,"N-mixture","Speckled Hummingbird"
"741",2,"ynew[50]",3,1,0,"ynew",8,0,"N-mixture","Speckled Hummingbird"
"742",2,"E[26]",1,1,0.480967921313455,"E",13,0,"N-mixture","Speckled Hummingbird"
"743",2,"ynew[16]",6,2,0,"ynew",7,1,"N-mixture","Speckled Hummingbird"
"744",2,"ynew[16]",7,2,0,"ynew",7,1,"N-mixture","Speckled Hummingbird"
"745",2,"ynew[46]",5,2,1,"ynew",19,1,"N-mixture","Speckled Hummingbird"
"746",2,"ynew[50]",1,2,0,"ynew",8,0,"N-mixture","Speckled Hummingbird"
"747",2,"E[54]",1,1,2.96325777661473,"E",16,7,"N-mixture","Speckled Hummingbird"
"748",2,"ynew[50]",2,2,0,"ynew",8,0,"N-mixture","Speckled Hummingbird"
"749",2,"ynew[50]",3,2,0,"ynew",8,0,"N-mixture","Speckled Hummingbird"
"750",2,"ynew[39]",1,2,0,"ynew",11,0,"N-mixture","Speckled Hummingbird"
"751",2,"ynew[39]",2,2,0,"ynew",11,0,"N-mixture","Speckled Hummingbird"
"752",2,"E[62]",1,1,0,"E",17,0,"N-mixture","Speckled Hummingbird"
"753",2,"E[62]",2,1,0,"E",17,0,"N-mixture","Speckled Hummingbird"
"754",2,"E[62]",4,1,0,"E",17,0,"N-mixture","Speckled Hummingbird"
"755",2,"ynew[62]",5,2,0,"ynew",17,0,"N-mixture","Speckled Hummingbird"
"756",2,"ynew[39]",1,1,0,"ynew",11,0,"N-mixture","Speckled Hummingbird"
"757",2,"ynew[46]",4,2,1,"ynew",19,1,"N-mixture","Speckled Hummingbird"
"758",2,"ynew[16]",1,1,1,"ynew",7,1,"N-mixture","Speckled Hummingbird"
"759",2,"ynew[46]",6,2,1,"ynew",19,1,"N-mixture","Speckled Hummingbird"
"760",2,"ynew[46]",7,2,1,"ynew",19,1,"N-mixture","Speckled Hummingbird"
"761",2,"ynew[39]",6,1,0,"ynew",11,0,"N-mixture","Speckled Hummingbird"
"762",2,"ynew[39]",7,1,0,"ynew",11,0,"N-mixture","Speckled Hummingbird"
"763",2,"alpha[2]",2,2,1.58894064225557,"alpha",NA,NA,"N-mixture","Speckled Hummingbird"
"764",2,"ynew[26]",1,1,1,"ynew",13,0,"N-mixture","Speckled Hummingbird"
"765",2,"ynew[26]",3,1,0,"ynew",13,0,"N-mixture","Speckled Hummingbird"
"766",2,"ynew[26]",4,1,0,"ynew",13,0,"N-mixture","Speckled Hummingbird"
"767",2,"ynew[26]",5,1,0,"ynew",13,0,"N-mixture","Speckled Hummingbird"
"768",2,"E[62]",3,1,0,"E",17,0,"N-mixture","Speckled Hummingbird"
"769",2,"ynew[62]",6,2,0,"ynew",17,0,"N-mixture","Speckled Hummingbird"
"770",2,"ynew[62]",7,2,0,"ynew",17,0,"N-mixture","Speckled Hummingbird"
"771",2,"ynew[46]",3,2,1,"ynew",19,1,"N-mixture","Speckled Hummingbird"
"772",2,"ynew[16]",2,1,1,"ynew",7,1,"N-mixture","Speckled Hummingbird"
"773",2,"ynew[20]",6,2,2,"ynew",19,0,"N-mixture","Speckled Hummingbird"
"774",2,"ynew[20]",7,2,1,"ynew",19,0,"N-mixture","Speckled Hummingbird"
"775",2,"alpha[2]",1,2,2.01030561058569,"alpha",NA,NA,"N-mixture","Speckled Hummingbird"
"776",2,"ynew[62]",4,1,0,"ynew",17,0,"N-mixture","Speckled Hummingbird"
"777",2,"ynew[62]",5,1,0,"ynew",17,0,"N-mixture","Speckled Hummingbird"
"778",2,"ynew[50]",5,2,0,"ynew",8,0,"N-mixture","Speckled Hummingbird"
"779",2,"ynew[50]",6,2,0,"ynew",8,0,"N-mixture","Speckled Hummingbird"
"780",2,"beta1[2]",2,2,-0.143454073543248,"beta1",NA,NA,"N-mixture","Speckled Hummingbird"
"781",2,"ynew[62]",3,2,0,"ynew",17,0,"N-mixture","Speckled Hummingbird"
"782",2,"ynew[46]",1,2,0,"ynew",19,1,"N-mixture","Speckled Hummingbird"
"783",2,"ynew[46]",2,2,2,"ynew",19,1,"N-mixture","Speckled Hummingbird"
"784",2,"E[60]",2,2,0.777827853701667,"E",6,0,"N-mixture","Speckled Hummingbird"
"785",2,"ynew[62]",1,1,0,"ynew",17,0,"N-mixture","Speckled Hummingbird"
"786",2,"E[20]",5,1,0,"E",19,0,"N-mixture","Speckled Hummingbird"
"787",2,"alpha[2]",7,1,0.635150887894321,"alpha",NA,NA,"N-mixture","Speckled Hummingbird"
"788",2,"ynew[62]",3,1,0,"ynew",17,0,"N-mixture","Speckled Hummingbird"
"789",2,"ynew[54]",5,1,5,"ynew",16,7,"N-mixture","Speckled Hummingbird"
"790",2,"E[20]",6,1,0,"E",19,0,"N-mixture","Speckled Hummingbird"
"791",2,"ynew[26]",2,1,2,"ynew",13,0,"N-mixture","Speckled Hummingbird"
"792",2,"ynew[62]",1,2,0,"ynew",17,0,"N-mixture","Speckled Hummingbird"
"793",2,"ynew[62]",2,2,0,"ynew",17,0,"N-mixture","Speckled Hummingbird"
"794",2,"ynew[50]",7,2,0,"ynew",8,0,"N-mixture","Speckled Hummingbird"
"795",2,"E[60]",7,1,0.360517123974354,"E",6,0,"N-mixture","Speckled Hummingbird"
"796",2,"E[60]",1,2,0.884571905632057,"E",6,0,"N-mixture","Speckled Hummingbird"
"797",2,"beta1[2]",4,2,-0.142488736860638,"beta1",NA,NA,"N-mixture","Speckled Hummingbird"
"798",2,"E[60]",3,2,0.934309223268516,"E",6,0,"N-mixture","Speckled Hummingbird"
"799",2,"ynew[26]",3,2,1,"ynew",13,0,"N-mixture","Speckled Hummingbird"
"800",2,"ynew[62]",2,1,0,"ynew",17,0,"N-mixture","Speckled Hummingbird"
"801",2,"beta1[2]",7,2,-0.150620352922712,"beta1",NA,NA,"N-mixture","Speckled Hummingbird"
"802",2,"ynew[54]",3,1,5,"ynew",16,7,"N-mixture","Speckled Hummingbird"
"803",2,"ynew[54]",4,1,5,"ynew",16,7,"N-mixture","Speckled Hummingbird"
"804",2,"ynew[62]",6,1,0,"ynew",17,0,"N-mixture","Speckled Hummingbird"
"805",2,"ynew[62]",7,1,0,"ynew",17,0,"N-mixture","Speckled Hummingbird"
"806",2,"alpha[2]",4,2,1.52604933836701,"alpha",NA,NA,"N-mixture","Speckled Hummingbird"
"807",2,"alpha[2]",5,2,1.13045819727633,"alpha",NA,NA,"N-mixture","Speckled Hummingbird"
"808",2,"ynew[46]",7,1,1,"ynew",19,1,"N-mixture","Speckled Hummingbird"
"809",2,"beta1[2]",3,2,-0.15289458519492,"beta1",NA,NA,"N-mixture","Speckled Hummingbird"
"810",2,"ynew[26]",6,1,0,"ynew",13,0,"N-mixture","Speckled Hummingbird"
"811",2,"beta1[2]",5,2,-0.107412343253107,"beta1",NA,NA,"N-mixture","Speckled Hummingbird"
"812",2,"beta1[2]",6,2,-0.149010796207965,"beta1",NA,NA,"N-mixture","Speckled Hummingbird"
"813",2,"ynew[20]",5,2,0,"ynew",19,0,"N-mixture","Speckled Hummingbird"
"814",2,"ynew[26]",2,2,0,"ynew",13,0,"N-mixture","Speckled Hummingbird"
"815",2,"alpha[2]",3,2,1.68688058698678,"alpha",NA,NA,"N-mixture","Speckled Hummingbird"
"816",2,"ynew[54]",3,2,2,"ynew",16,7,"N-mixture","Speckled Hummingbird"
"817",2,"E[20]",7,1,0.360517123974354,"E",19,0,"N-mixture","Speckled Hummingbird"
"818",2,"E[20]",1,2,0.445454735760695,"E",19,0,"N-mixture","Speckled Hummingbird"
"819",2,"alpha[2]",7,2,1.39661363109626,"alpha",NA,NA,"N-mixture","Speckled Hummingbird"
"820",2,"ynew[20]",3,2,2,"ynew",19,0,"N-mixture","Speckled Hummingbird"
"821",2,"alpha[2]",6,2,1.112541322266,"alpha",NA,NA,"N-mixture","Speckled Hummingbird"
"822",2,"ynew[54]",7,2,2,"ynew",16,7,"N-mixture","Speckled Hummingbird"
"823",2,"ynew[54]",7,1,4,"ynew",16,7,"N-mixture","Speckled Hummingbird"
"824",2,"ynew[54]",1,2,2,"ynew",16,7,"N-mixture","Speckled Hummingbird"
"825",2,"ynew[20]",4,2,1,"ynew",19,0,"N-mixture","Speckled Hummingbird"
"826",2,"ynew[54]",2,1,6,"ynew",16,7,"N-mixture","Speckled Hummingbird"
"827",2,"ynew[54]",5,2,4,"ynew",16,7,"N-mixture","Speckled Hummingbird"
"828",2,"E[20]",4,2,0.254653427173423,"E",19,0,"N-mixture","Speckled Hummingbird"
"829",2,"ynew[54]",2,2,3,"ynew",16,7,"N-mixture","Speckled Hummingbird"
"830",2,"ynew[54]",6,1,7,"ynew",16,7,"N-mixture","Speckled Hummingbird"
"831",2,"ynew[26]",1,2,3,"ynew",13,0,"N-mixture","Speckled Hummingbird"
"832",2,"E[20]",3,2,0.641197596207299,"E",19,0,"N-mixture","Speckled Hummingbird"
"833",2,"E[20]",6,2,1.42367658724006,"E",19,0,"N-mixture","Speckled Hummingbird"
"834",2,"ynew[54]",4,2,6,"ynew",16,7,"N-mixture","Speckled Hummingbird"
"835",2,"E[20]",2,2,0.777827853701667,"E",19,0,"N-mixture","Speckled Hummingbird"
"836",2,"E[20]",7,2,0.215733636501971,"E",19,0,"N-mixture","Speckled Hummingbird"
"837",2,"ynew[54]",1,1,3,"ynew",16,7,"N-mixture","Speckled Hummingbird"
"838",2,"ynew[26]",7,1,0,"ynew",13,0,"N-mixture","Speckled Hummingbird"
"839",2,"E[20]",5,2,0,"E",19,0,"N-mixture","Speckled Hummingbird"
"840",2,"ynew[54]",6,2,8,"ynew",16,7,"N-mixture","Speckled Hummingbird"
"841",3,"E[17]",1,1,0,"E",7,0,"N-mixture","Tawny-bellied Hermit"
"842",3,"E[6]",2,1,0.0374137838811826,"E",1,1,"N-mixture","Tawny-bellied Hermit"
"843",3,"E[17]",2,1,1.18337593079294,"E",7,0,"N-mixture","Tawny-bellied Hermit"
"844",3,"E[17]",3,1,0,"E",7,0,"N-mixture","Tawny-bellied Hermit"
"845",3,"E[17]",5,1,0,"E",7,0,"N-mixture","Tawny-bellied Hermit"
"846",3,"E[6]",3,1,0.0157766337440488,"E",1,1,"N-mixture","Tawny-bellied Hermit"
"847",3,"E[3]",5,1,0.0431888217184944,"E",2,1,"N-mixture","Tawny-bellied Hermit"
"848",3,"E[3]",6,1,0.0312887595984333,"E",2,1,"N-mixture","Tawny-bellied Hermit"
"849",3,"E[17]",2,2,0.249657126103187,"E",7,0,"N-mixture","Tawny-bellied Hermit"
"850",3,"E[17]",7,1,0,"E",7,0,"N-mixture","Tawny-bellied Hermit"
"851",3,"E[8]",1,1,0,"E",12,0,"N-mixture","Tawny-bellied Hermit"
"852",3,"E[6]",1,1,0.00199325906585583,"E",1,1,"N-mixture","Tawny-bellied Hermit"
"853",3,"E[3]",4,1,0.830480118760403,"E",2,1,"N-mixture","Tawny-bellied Hermit"
"854",3,"ynew[42]",3,1,1,"ynew",11,1,"N-mixture","Tawny-bellied Hermit"
"855",3,"ynew[42]",4,1,1,"ynew",11,1,"N-mixture","Tawny-bellied Hermit"
"856",3,"E[17]",4,1,0,"E",7,0,"N-mixture","Tawny-bellied Hermit"
"857",3,"E[3]",7,1,0.194488950146363,"E",2,1,"N-mixture","Tawny-bellied Hermit"
"858",3,"E[8]",2,1,0,"E",12,0,"N-mixture","Tawny-bellied Hermit"
"859",3,"E[17]",6,1,0.4909784576145,"E",7,0,"N-mixture","Tawny-bellied Hermit"
"860",3,"ynew[42]",5,1,2,"ynew",11,1,"N-mixture","Tawny-bellied Hermit"
"861",3,"E[8]",6,1,0,"E",12,0,"N-mixture","Tawny-bellied Hermit"
"862",3,"E[17]",1,2,0,"E",7,0,"N-mixture","Tawny-bellied Hermit"
"863",3,"ynew[17]",1,1,0,"ynew",7,0,"N-mixture","Tawny-bellied Hermit"
"864",3,"E[8]",5,1,0,"E",12,0,"N-mixture","Tawny-bellied Hermit"
"865",3,"E[17]",4,2,0.586063306596905,"E",7,0,"N-mixture","Tawny-bellied Hermit"
"866",3,"ynew[17]",3,1,0,"ynew",7,0,"N-mixture","Tawny-bellied Hermit"
"867",3,"E[17]",5,2,0.264674502659157,"E",7,0,"N-mixture","Tawny-bellied Hermit"
"868",3,"E[17]",6,2,0,"E",7,0,"N-mixture","Tawny-bellied Hermit"
"869",3,"E[17]",7,2,0.504533090532627,"E",7,0,"N-mixture","Tawny-bellied Hermit"
"870",3,"E[6]",4,1,0.224467379753032,"E",1,1,"N-mixture","Tawny-bellied Hermit"
"871",3,"E[6]",5,1,0.139424103450313,"E",1,1,"N-mixture","Tawny-bellied Hermit"
"872",3,"E[8]",3,1,0.538510323673775,"E",12,0,"N-mixture","Tawny-bellied Hermit"
"873",3,"E[8]",4,1,0.266025046974151,"E",12,0,"N-mixture","Tawny-bellied Hermit"
"874",3,"E[3]",4,2,0.00593342435764577,"E",2,1,"N-mixture","Tawny-bellied Hermit"
"875",3,"E[3]",5,2,0.226531289916876,"E",2,1,"N-mixture","Tawny-bellied Hermit"
"876",3,"E[3]",6,2,0.0467671538043879,"E",2,1,"N-mixture","Tawny-bellied Hermit"
"877",3,"E[17]",3,2,0.261128016265194,"E",7,0,"N-mixture","Tawny-bellied Hermit"
"878",3,"E[3]",3,1,0.0157766337440488,"E",2,1,"N-mixture","Tawny-bellied Hermit"
"879",3,"E[3]",2,1,0.0374137838811826,"E",2,1,"N-mixture","Tawny-bellied Hermit"
"880",3,"ynew[42]",2,1,1,"ynew",11,1,"N-mixture","Tawny-bellied Hermit"
"881",3,"ynew[45]",1,1,5,"ynew",4,5,"N-mixture","Tawny-bellied Hermit"
"882",3,"ynew[45]",2,1,3,"ynew",4,5,"N-mixture","Tawny-bellied Hermit"
"883",3,"ynew[45]",3,1,4,"ynew",4,5,"N-mixture","Tawny-bellied Hermit"
"884",3,"ynew[45]",4,1,4,"ynew",4,5,"N-mixture","Tawny-bellied Hermit"
"885",3,"ynew[45]",5,1,4,"ynew",4,5,"N-mixture","Tawny-bellied Hermit"
"886",3,"ynew[45]",6,1,2,"ynew",4,5,"N-mixture","Tawny-bellied Hermit"
"887",3,"ynew[45]",7,1,3,"ynew",4,5,"N-mixture","Tawny-bellied Hermit"
"888",3,"ynew[45]",1,2,5,"ynew",4,5,"N-mixture","Tawny-bellied Hermit"
"889",3,"ynew[45]",2,2,2,"ynew",4,5,"N-mixture","Tawny-bellied Hermit"
"890",3,"E[3]",7,2,0.185653706941475,"E",2,1,"N-mixture","Tawny-bellied Hermit"
"891",3,"ynew[17]",2,1,2,"ynew",7,0,"N-mixture","Tawny-bellied Hermit"
"892",3,"E[8]",1,2,0,"E",12,0,"N-mixture","Tawny-bellied Hermit"
"893",3,"E[8]",2,2,0.249657126103187,"E",12,0,"N-mixture","Tawny-bellied Hermit"
"894",3,"ynew[17]",4,1,0,"ynew",7,0,"N-mixture","Tawny-bellied Hermit"
"895",3,"ynew[17]",5,1,0,"ynew",7,0,"N-mixture","Tawny-bellied Hermit"
"896",3,"ynew[17]",6,1,1,"ynew",7,0,"N-mixture","Tawny-bellied Hermit"
"897",3,"ynew[17]",7,1,0,"ynew",7,0,"N-mixture","Tawny-bellied Hermit"
"898",3,"ynew[17]",1,2,0,"ynew",7,0,"N-mixture","Tawny-bellied Hermit"
"899",3,"E[6]",6,1,0.0312887595984333,"E",1,1,"N-mixture","Tawny-bellied Hermit"
"900",3,"ynew[17]",3,2,0,"ynew",7,0,"N-mixture","Tawny-bellied Hermit"
"901",3,"E[6]",7,1,0.194488950146363,"E",1,1,"N-mixture","Tawny-bellied Hermit"
"902",3,"E[6]",1,2,0.0130123160531182,"E",1,1,"N-mixture","Tawny-bellied Hermit"
"903",3,"ynew[45]",3,2,4,"ynew",4,5,"N-mixture","Tawny-bellied Hermit"
"904",3,"E[8]",7,1,0,"E",12,0,"N-mixture","Tawny-bellied Hermit"
"905",3,"E[35]",2,2,0,"E",15,0,"N-mixture","Tawny-bellied Hermit"
"906",3,"E[34]",4,2,0.216264705191512,"E",5,0,"N-mixture","Tawny-bellied Hermit"
"907",3,"E[34]",5,2,0,"E",5,0,"N-mixture","Tawny-bellied Hermit"
"908",3,"E[34]",6,2,0.456301701507292,"E",5,0,"N-mixture","Tawny-bellied Hermit"
"909",3,"E[34]",7,2,0,"E",5,0,"N-mixture","Tawny-bellied Hermit"
"910",3,"E[35]",1,1,0,"E",15,0,"N-mixture","Tawny-bellied Hermit"
"911",3,"E[35]",2,1,0,"E",15,0,"N-mixture","Tawny-bellied Hermit"
"912",3,"E[35]",3,1,0,"E",15,0,"N-mixture","Tawny-bellied Hermit"
"913",3,"E[35]",4,1,0.266025046974151,"E",15,0,"N-mixture","Tawny-bellied Hermit"
"914",3,"E[35]",5,1,0.463602752577901,"E",15,0,"N-mixture","Tawny-bellied Hermit"
"915",3,"E[35]",6,1,0,"E",15,0,"N-mixture","Tawny-bellied Hermit"
"916",3,"E[35]",7,1,0,"E",15,0,"N-mixture","Tawny-bellied Hermit"
"917",3,"E[35]",1,2,0,"E",15,0,"N-mixture","Tawny-bellied Hermit"
"918",3,"E[6]",3,2,0.232026251557543,"E",1,1,"N-mixture","Tawny-bellied Hermit"
"919",3,"E[35]",3,2,0,"E",15,0,"N-mixture","Tawny-bellied Hermit"
